Imagem;Doenca;Classificacao
IMG0001.png;sem_cancer;0
IMG0002.png;sem_cancer;0
IMG0003.png;sem_cancer;0
IMG0004.png;sem_cancer;0
IMG0005.png;sem_cancer;0
IMG0006.png;sem_cancer;0
IMG0007.png;sem_cancer;0
IMG0008.png;sem_cancer;0
IMG0009.png;sem_cancer;0
IMG0010.png;sem_cancer;0
IMG0011.png;sem_cancer;0
IMG0012.png;sem_cancer;0
IMG0013.png;sem_cancer;0
IMG0014.png;sem_cancer;0
IMG0015.png;sem_cancer;0
IMG0016.png;sem_cancer;0
IMG0017.png;sem_cancer;0
IMG0018.png;sem_cancer;0
IMG0019.png;sem_cancer;0
IMG0020.png;sem_cancer;0
IMG0021.png;sem_cancer;0
IMG0022.png;sem_cancer;0
IMG0023.png;sem_cancer;0
IMG0024.png;sem_cancer;0
IMG0025.png;sem_cancer;0
IMG0026.png;sem_cancer;0
IMG0027.png;sem_cancer;0
IMG0028.png;sem_cancer;0
IMG0029.png;sem_cancer;0
IMG0030.png;sem_cancer;0
IMG0031.png;sem_cancer;0
IMG0032.png;sem_cancer;0
IMG0033.png;sem_cancer;0
IMG0034.png;sem_cancer;0
IMG0035.png;sem_cancer;0
IMG0036.png;sem_cancer;0
IMG0037.png;sem_cancer;0
IMG0038.png;sem_cancer;0
IMG0039.png;sem_cancer;0
IMG0040.png;sem_cancer;0
IMG0041.png;sem_cancer;0
IMG0042.png;sem_cancer;0
IMG0043.png;sem_cancer;0
IMG0044.png;sem_cancer;0
IMG0045.png;sem_cancer;0
IMG0046.png;sem_cancer;0
IMG0047.png;sem_cancer;0
IMG0048.png;sem_cancer;0
IMG0049.png;sem_cancer;0
IMG0050.png;sem_cancer;0
IMG0051.png;sem_cancer;0
IMG0052.png;sem_cancer;0
IMG0053.png;sem_cancer;0
IMG0054.png;sem_cancer;0
IMG0055.png;sem_cancer;0
IMG0056.png;sem_cancer;0
IMG0057.png;sem_cancer;0
IMG0058.png;sem_cancer;0
IMG0059.png;sem_cancer;0
IMG0060.png;sem_cancer;0
IMG0061.png;sem_cancer;0
IMG0062.png;sem_cancer;0
IMG0063.png;sem_cancer;0
IMG0064.png;sem_cancer;0
IMG0065.png;sem_cancer;0
IMG0066.png;sem_cancer;0
IMG0067.png;sem_cancer;0
IMG0068.png;sem_cancer;0
IMG0069.png;sem_cancer;0
IMG0070.png;sem_cancer;0
IMG0071.png;sem_cancer;0
IMG0072.png;sem_cancer;0
IMG0073.png;sem_cancer;0
IMG0074.png;sem_cancer;0
IMG0075.png;sem_cancer;0
IMG0076.png;sem_cancer;0
IMG0077.png;sem_cancer;0
IMG0078.png;sem_cancer;0
IMG0079.png;sem_cancer;0
IMG0080.png;sem_cancer;0
IMG0081.png;sem_cancer;0
IMG0082.png;sem_cancer;0
IMG0083.png;sem_cancer;0
IMG0084.png;sem_cancer;0
IMG0085.png;sem_cancer;0
IMG0086.png;sem_cancer;0
IMG0087.png;sem_cancer;0
IMG0088.png;sem_cancer;0
IMG0089.png;sem_cancer;0
IMG0090.png;sem_cancer;0
IMG0091.png;sem_cancer;0
IMG0092.png;sem_cancer;0
IMG0093.png;sem_cancer;0
IMG0094.png;sem_cancer;0
IMG0095.png;sem_cancer;0
IMG0096.png;sem_cancer;0
IMG0097.png;sem_cancer;0
IMG0098.png;sem_cancer;0
IMG0099.png;sem_cancer;0
IMG0100.png;sem_cancer;0
IMG0101.png;sem_cancer;0
IMG0102.png;sem_cancer;0
IMG0103.png;sem_cancer;0
IMG0104.png;sem_cancer;0
IMG0105.png;sem_cancer;0
IMG0106.png;sem_cancer;0
IMG0107.png;sem_cancer;0
IMG0108.png;sem_cancer;0
IMG0109.png;sem_cancer;0
IMG0110.png;sem_cancer;0
IMG0111.png;sem_cancer;0
IMG0112.png;sem_cancer;0
IMG0113.png;sem_cancer;0
IMG0114.png;sem_cancer;0
IMG0115.png;sem_cancer;0
IMG0116.png;sem_cancer;0
IMG0117.png;sem_cancer;0
IMG0118.png;sem_cancer;0
IMG0119.png;sem_cancer;0
IMG0120.png;sem_cancer;0
IMG0121.png;sem_cancer;0
IMG0122.png;sem_cancer;0
IMG0123.png;sem_cancer;0
IMG0124.png;sem_cancer;0
IMG0125.png;sem_cancer;0
IMG0126.png;sem_cancer;0
IMG0127.png;sem_cancer;0
IMG0128.png;sem_cancer;0
IMG0129.png;sem_cancer;0
IMG0130.png;sem_cancer;0
IMG0131.png;sem_cancer;0
IMG0132.png;sem_cancer;0
IMG0133.png;sem_cancer;0
IMG0134.png;sem_cancer;0
IMG0135.png;sem_cancer;0
IMG0136.png;sem_cancer;0
IMG0137.png;sem_cancer;0
IMG0138.png;sem_cancer;0
IMG0139.png;sem_cancer;0
IMG0140.png;sem_cancer;0
IMG0141.png;sem_cancer;0
IMG0142.png;sem_cancer;0
IMG0143.png;sem_cancer;0
IMG0144.png;sem_cancer;0
IMG0145.png;sem_cancer;0
IMG0146.png;sem_cancer;0
IMG0147.png;sem_cancer;0
IMG0148.png;sem_cancer;0
IMG0149.png;sem_cancer;0
IMG0150.png;sem_cancer;0
IMG0151.png;sem_cancer;0
IMG0152.png;sem_cancer;0
IMG0153.png;sem_cancer;0
IMG0154.png;sem_cancer;0
IMG0155.png;sem_cancer;0
IMG0156.png;sem_cancer;0
IMG0157.png;sem_cancer;0
IMG0158.png;sem_cancer;0
IMG0159.png;sem_cancer;0
IMG0160.png;sem_cancer;0
IMG0161.png;sem_cancer;0
IMG0162.png;sem_cancer;0
IMG0163.png;sem_cancer;0
IMG0164.png;sem_cancer;0
IMG0165.png;sem_cancer;0
IMG0166.png;sem_cancer;0
IMG0167.png;sem_cancer;0
IMG0168.png;sem_cancer;0
IMG0169.png;sem_cancer;0
IMG0170.png;sem_cancer;0
IMG0171.png;sem_cancer;0
IMG0172.png;sem_cancer;0
IMG0173.png;sem_cancer;0
IMG0174.png;sem_cancer;0
IMG0175.png;sem_cancer;0
IMG0176.png;sem_cancer;0
IMG0177.png;sem_cancer;0
IMG0178.png;sem_cancer;0
IMG0179.png;sem_cancer;0
IMG0180.png;sem_cancer;0
IMG0181.png;sem_cancer;0
IMG0182.png;sem_cancer;0
IMG0183.png;sem_cancer;0
IMG0184.png;sem_cancer;0
IMG0185.png;sem_cancer;0
IMG0186.png;sem_cancer;0
IMG0187.png;sem_cancer;0
IMG0188.png;sem_cancer;0
IMG0189.png;sem_cancer;0
IMG0190.png;sem_cancer;0
IMG0191.png;sem_cancer;0
IMG0192.png;sem_cancer;0
IMG0193.png;sem_cancer;0
IMG0194.png;sem_cancer;0
IMG0195.png;sem_cancer;0
IMG0196.png;sem_cancer;0
IMG0197.png;sem_cancer;0
IMG0198.png;sem_cancer;0
IMG0199.png;sem_cancer;0
IMG0200.png;sem_cancer;0
IMG0201.png;sem_cancer;0
IMG0202.png;sem_cancer;0
IMG0203.png;sem_cancer;0
IMG0204.png;sem_cancer;0
IMG0205.png;sem_cancer;0
IMG0206.png;sem_cancer;0
IMG0207.png;sem_cancer;0
IMG0208.png;sem_cancer;0
IMG0209.png;sem_cancer;0
IMG0210.png;sem_cancer;0
IMG0211.png;sem_cancer;0
IMG0212.png;sem_cancer;0
IMG0213.png;sem_cancer;0
IMG0214.png;sem_cancer;0
IMG0215.png;sem_cancer;0
IMG0216.png;sem_cancer;0
IMG0217.png;sem_cancer;0
IMG0218.png;sem_cancer;0
IMG0219.png;sem_cancer;0
IMG0220.png;sem_cancer;0
IMG0221.png;sem_cancer;0
IMG0222.png;sem_cancer;0
IMG0223.png;sem_cancer;0
IMG0224.png;sem_cancer;0
IMG0225.png;sem_cancer;0
IMG0226.png;sem_cancer;0
IMG0227.png;sem_cancer;0
IMG0228.png;sem_cancer;0
IMG0229.png;sem_cancer;0
IMG0230.png;sem_cancer;0
IMG0231.png;sem_cancer;0
IMG0232.png;sem_cancer;0
IMG0233.png;sem_cancer;0
IMG0234.png;sem_cancer;0
IMG0235.png;sem_cancer;0
IMG0236.png;sem_cancer;0
IMG0237.png;sem_cancer;0
IMG0238.png;sem_cancer;0
IMG0239.png;sem_cancer;0
IMG0240.png;sem_cancer;0
IMG0241.png;sem_cancer;0
IMG0242.png;sem_cancer;0
IMG0243.png;sem_cancer;0
IMG0244.png;sem_cancer;0
IMG0245.png;sem_cancer;0
IMG0246.png;sem_cancer;0
IMG0247.png;sem_cancer;0
IMG0248.png;sem_cancer;0
IMG0249.png;sem_cancer;0
IMG0250.png;sem_cancer;0
IMG0251.png;sem_cancer;0
IMG0252.png;sem_cancer;0
IMG0253.png;sem_cancer;0
IMG0254.png;sem_cancer;0
IMG0255.png;sem_cancer;0
IMG0256.png;sem_cancer;0
IMG0257.png;sem_cancer;0
IMG0258.png;sem_cancer;0
IMG0259.png;sem_cancer;0
IMG0260.png;sem_cancer;0
IMG0261.png;sem_cancer;0
IMG0262.png;sem_cancer;0
IMG0263.png;sem_cancer;0
IMG0264.png;sem_cancer;0
IMG0265.png;sem_cancer;0
IMG0266.png;sem_cancer;0
IMG0267.png;sem_cancer;0
IMG0268.png;sem_cancer;0
IMG0269.png;sem_cancer;0
IMG0270.png;sem_cancer;0
IMG0271.png;sem_cancer;0
IMG0272.png;sem_cancer;0
IMG0273.png;sem_cancer;0
IMG0274.png;sem_cancer;0
IMG0275.png;sem_cancer;0
IMG0276.png;sem_cancer;0
IMG0277.png;sem_cancer;0
IMG0278.png;sem_cancer;0
IMG0279.png;sem_cancer;0
IMG0280.png;sem_cancer;0
IMG0281.png;sem_cancer;0
IMG0282.png;sem_cancer;0
IMG0283.png;sem_cancer;0
IMG0284.png;sem_cancer;0
IMG0285.png;sem_cancer;0
IMG0286.png;sem_cancer;0
IMG0287.png;sem_cancer;0
IMG0288.png;sem_cancer;0
IMG0289.png;sem_cancer;0
IMG0290.png;sem_cancer;0
IMG0291.png;sem_cancer;0
IMG0292.png;sem_cancer;0
IMG0293.png;sem_cancer;0
IMG0294.png;sem_cancer;0
IMG0295.png;sem_cancer;0
IMG0296.png;sem_cancer;0
IMG0297.png;sem_cancer;0
IMG0298.png;sem_cancer;0
IMG0299.png;sem_cancer;0
IMG0300.png;sem_cancer;0
IMG0301.png;sem_cancer;0
IMG0302.png;sem_cancer;0
IMG0303.png;sem_cancer;0
IMG0304.png;sem_cancer;0
IMG0305.png;sem_cancer;0
IMG0306.png;sem_cancer;0
IMG0307.png;sem_cancer;0
IMG0308.png;sem_cancer;0
IMG0309.png;sem_cancer;0
IMG0310.png;sem_cancer;0
IMG0311.png;sem_cancer;0
IMG0312.png;sem_cancer;0
IMG0313.png;sem_cancer;0
IMG0314.png;sem_cancer;0
IMG0315.png;sem_cancer;0
IMG0316.png;sem_cancer;0
IMG0317.png;sem_cancer;0
IMG0318.png;sem_cancer;0
IMG0319.png;sem_cancer;0
IMG0320.png;sem_cancer;0
IMG0321.png;sem_cancer;0
IMG0322.png;sem_cancer;0
IMG0323.png;sem_cancer;0
IMG0324.png;sem_cancer;0
IMG0325.png;sem_cancer;0
IMG0326.png;sem_cancer;0
IMG0327.png;sem_cancer;0
IMG0328.png;sem_cancer;0
IMG0329.png;sem_cancer;0
IMG0330.png;sem_cancer;0
IMG0331.png;sem_cancer;0
IMG0332.png;sem_cancer;0
IMG0333.png;sem_cancer;0
IMG0334.png;sem_cancer;0
IMG0335.png;sem_cancer;0
IMG0336.png;sem_cancer;0
IMG0337.png;sem_cancer;0
IMG0338.png;sem_cancer;0
IMG0339.png;sem_cancer;0
IMG0340.png;sem_cancer;0
IMG0341.png;sem_cancer;0
IMG0342.png;sem_cancer;0
IMG0343.png;sem_cancer;0
IMG0344.png;sem_cancer;0
IMG0345.png;sem_cancer;0
IMG0346.png;sem_cancer;0
IMG0347.png;sem_cancer;0
IMG0348.png;sem_cancer;0
IMG0349.png;sem_cancer;0
IMG0350.png;sem_cancer;0
IMG0351.png;sem_cancer;0
IMG0352.png;sem_cancer;0
IMG0353.png;sem_cancer;0
IMG0354.png;sem_cancer;0
IMG0355.png;sem_cancer;0
IMG0356.png;sem_cancer;0
IMG0357.png;sem_cancer;0
IMG0358.png;sem_cancer;0
IMG0359.png;sem_cancer;0
IMG0360.png;sem_cancer;0
IMG0361.png;sem_cancer;0
IMG0362.png;sem_cancer;0
IMG0363.png;sem_cancer;0
IMG0364.png;sem_cancer;0
IMG0365.png;sem_cancer;0
IMG0366.png;sem_cancer;0
IMG0367.png;sem_cancer;0
IMG0368.png;sem_cancer;0
IMG0369.png;sem_cancer;0
IMG0370.png;sem_cancer;0
IMG0371.png;sem_cancer;0
IMG0372.png;sem_cancer;0
IMG0373.png;sem_cancer;0
IMG0374.png;sem_cancer;0
IMG0375.png;sem_cancer;0
IMG0376.png;sem_cancer;0
IMG0377.png;sem_cancer;0
IMG0378.png;sem_cancer;0
IMG0379.png;sem_cancer;0
IMG0380.png;sem_cancer;0
IMG0381.png;sem_cancer;0
IMG0382.png;sem_cancer;0
IMG0383.png;sem_cancer;0
IMG0384.png;sem_cancer;0
IMG0385.png;sem_cancer;0
IMG0386.png;sem_cancer;0
IMG0387.png;sem_cancer;0
IMG0388.png;sem_cancer;0
IMG0389.png;sem_cancer;0
IMG0390.png;sem_cancer;0
IMG0391.png;sem_cancer;0
IMG0392.png;sem_cancer;0
IMG0393.png;sem_cancer;0
IMG0394.png;sem_cancer;0
IMG0395.png;sem_cancer;0
IMG0396.png;sem_cancer;0
IMG0397.png;sem_cancer;0
IMG0398.png;sem_cancer;0
IMG0399.png;sem_cancer;0
IMG0400.png;sem_cancer;0
IMG0401.png;sem_cancer;0
IMG0402.png;sem_cancer;0
IMG0403.png;sem_cancer;0
IMG0404.png;sem_cancer;0
IMG0405.png;sem_cancer;0
IMG0406.png;sem_cancer;0
IMG0407.png;sem_cancer;0
IMG0408.png;sem_cancer;0
IMG0409.png;sem_cancer;0
IMG0410.png;sem_cancer;0
IMG0411.png;sem_cancer;0
IMG0412.png;sem_cancer;0
IMG0413.png;sem_cancer;0
IMG0414.png;sem_cancer;0
IMG0415.png;sem_cancer;0
IMG0416.png;sem_cancer;0
IMG0417.png;sem_cancer;0
IMG0418.png;sem_cancer;0
IMG0419.png;sem_cancer;0
IMG0420.png;sem_cancer;0
IMG0421.png;sem_cancer;0
IMG0422.png;sem_cancer;0
IMG0423.png;sem_cancer;0
IMG0424.png;sem_cancer;0
IMG0425.png;sem_cancer;0
IMG0426.png;sem_cancer;0
IMG0427.png;sem_cancer;0
IMG0428.png;sem_cancer;0
IMG0429.png;sem_cancer;0
IMG0430.png;sem_cancer;0
IMG0431.png;sem_cancer;0
IMG0432.png;sem_cancer;0
IMG0433.png;sem_cancer;0
IMG0434.png;sem_cancer;0
IMG0435.png;sem_cancer;0
IMG0436.png;sem_cancer;0
IMG0437.png;sem_cancer;0
IMG0438.png;sem_cancer;0
IMG0439.png;sem_cancer;0
IMG0440.png;sem_cancer;0
IMG0441.png;sem_cancer;0
IMG0442.png;sem_cancer;0
IMG0443.png;sem_cancer;0
IMG0444.png;sem_cancer;0
IMG0445.png;sem_cancer;0
IMG0446.png;sem_cancer;0
IMG0447.png;sem_cancer;0
IMG0448.png;sem_cancer;0
IMG0449.png;sem_cancer;0
IMG0450.png;sem_cancer;0
IMG0451.png;sem_cancer;0
IMG0452.png;sem_cancer;0
IMG0453.png;sem_cancer;0
IMG0454.png;sem_cancer;0
IMG0455.png;sem_cancer;0
IMG0456.png;sem_cancer;0
IMG0457.png;sem_cancer;0
IMG0458.png;sem_cancer;0
IMG0459.png;sem_cancer;0
IMG0460.png;sem_cancer;0
IMG0461.png;sem_cancer;0
IMG0462.png;sem_cancer;0
IMG0463.png;sem_cancer;0
IMG0464.png;sem_cancer;0
IMG0465.png;sem_cancer;0
IMG0466.png;sem_cancer;0
IMG0467.png;sem_cancer;0
IMG0468.png;sem_cancer;0
